"precio","marcaModelo","anio","vistas","Cilindrada","Estilo","Combustible","Transmisión","Estado","Kilometraje","Placa","Color exterior","Color interior","# de puertas","Ya pagó impuestos","Precio negociable","Se recibe vehículo","Provincia","Fecha de ingreso","cantidadExtras","marca","modelo"
6620000,"Mini COOPER  S",2007,4883,1600,"Hatchback","Gasolina","Manual","Excelente",158000,"Termina en 1","PLATEADO","NEGRO",3,"SI","SI","SI","San José","04 de Julio del 2020",30,"Mini","COOPER  S"
5800000,"Hyundai GRAND I10 GLS ",2015,421,1200,"Sedán","Gasolina","Manual","Excelente",47000,"Termina en 6","AZUL","NEGRO",4,"SI","SI","NO","Limón","10 de Noviembre del 2020",15,"Hyundai","GRAND I10 GLS"
26300000,"Toyota FORTUNER",2018,779,2800,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",30000,"Termina en 4","NEGRO","MARRON Y NEGRO",5,"SI","SI","NO","San José","02 de Febrero del 2021",24,"Toyota","FORTUNER"
13500000,"Toyota TACOMA PRERUNNER",2014,195,2700,"Pickup 4x2","Híbrido","Automática/Dual","Excelente",87200,"Termina en 6","ROJO","GRIS",4,"SI","SI","NO","San José","28 de Enero del 2021",17,"Toyota","TACOMA PRERUNNER"
12100000,"Nissan XTRAIL",2015,455,2500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",55000,"Termina en 8","AZUL","NEGRO",5,"SI","SI","NO","Heredia","02 de Febrero del 2021",24,"Nissan","XTRAIL"
5400000,"Chevrolet SPARK LT",2016,1140,1000,"Hatchback","Gasolina","Automática/Dual","Excelente",32000,"ND","BLANCO","NEGRO GRIS",5,"SI","SI","NO","San José","17 de Noviembre del 2020",23,"Chevrolet","SPARK LT"
6000000,"Toyota RAV4",2006,219,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",94193,"Termina en 4","DORADO","GRIS",4,"SI","SI","NO","Limón","23 de Diciembre del 2020",19,"Toyota","RAV4"
9000000,"Nissan XTRAIL",2014,458,2500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",122500,"Termina en 6","GRIS","NEGRO",5,"SI","SI","NO","Alajuela","12 de Enero del 2021",19,"Nissan","XTRAIL"
5200000,"Hyundai ACCENT BLUE GLS ",2015,401,1600,"Sedán","Gasolina","Automática/Dual","Muy Bueno",96732,"Termina en 5","AZUL","BEIGE",4,"SI","SI","NO","Cartago","25 de Enero del 2021",14,"Hyundai","ACCENT BLUE GLS"
7300000,"Honda CIVIC LX",2013,190,1800,"Sedán","Gasolina","Manual","Excelente",125000,"Termina en 6","GRIS","GRIS",4,"SI","SI","NO","San José","12 de Enero del 2021",15,"Honda","CIVIC LX"
8300000,"Hyundai CRETA GL",2016,42,1600,"Todo Terreno 4x2","Gasolina","Manual","Excelente",68060,"Termina en 1","BLANCO","NEGRO",4,"SI","SI","SI","San José","05 de Febrero del 2021",18,"Hyundai","CRETA GL"
12500000,"Mitsubishi OUTLANDER",2017,724,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",37000,"Termina en 4","GRIS","NEGRO",5,"SI","SI","NO","San José","11 de Enero del 2021",26,"Mitsubishi","OUTLANDER"
1600000,"Dodge/RAM RAIDER",1987,99,2600,"Todo Terreno 4x4","Gasolina","Manual","Muy Bueno",133000,"Termina en 5","GRIS","GRIS",2,"SI","SI","NO","Heredia","04 de Febrero del 2021",3,"Dodge/RAM","RAIDER"
36000000,"Toyota TUNDRA",2017,180,5700,"Pickup 4x4","Gasolina","Automática/Dual","Excelente",16500,"Termina en 0","ROJO","CUERO CAFÉ",4,"SI","SI","NO","Alajuela","01 de Febrero del 2021",31,"Toyota","TUNDRA"
1900000,"Toyota HILUX",1984,890,2200,"Pickup 4x2","Gasolina","Manual","Muy Bueno",254363,"Termina en 7","ROJO","BEIGE",2,"SI","SI","NO","San José","18 de Diciembre del 2020",2,"Toyota","HILUX"
3500000,"Nissan ALMERA SG",2004,422,1600,"Sedán","Gasolina","Automática/Dual","Excelente",208314,"Termina en 3","VINO","BEIGE",4,"SI","SI","NO","San José","14 de Diciembre del 2020",11,"Nissan","ALMERA SG"
4350000,"Toyota RAV4 ",2003,71,2000,"Todo Terreno 4x2","Gasolina","Manual","Muy Bueno",,"Termina en 5","BLANCO","GRIS",4,"SI","NO","NO","Heredia","14 de Enero del 2021",16,"Toyota","RAV4"
6750000,"Suzuki SX4",2015,292,1600,"Hatchback","Gasolina","Manual","Excelente",41000,"Termina en 7","BLANCO","NEGRO",4,"SI","SI","NO","Heredia","22 de Enero del 2021",17,"Suzuki","SX4"
6400000,"Suzuki GRAND VITARA ",2010,1075,2400,"Todo Terreno 4x2","Gasolina","Manual","Excelente",75000,"ND","NEGRO","BEIGE",4,"SI","SI","SI","Alajuela","14 de Enero del 2021",17,"Suzuki","GRAND VITARA"
35720000,"BMW X4 M",2018,434,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",23000,"Termina en 0","BLANCO","NEGRO",5,"SI","SI","NO","San José","25 de Enero del 2021",37,"BMW","X4 M"
3900000,"Geely GX2",2016,1840,1300,"Hatchback","Gasolina","Manual","Excelente",74000,"ND","AZUL","NEGRO/GRIS",4,"SI","NO","NO","San José","31 de Octubre del 2020",15,"Geely","GX2"
38000000,"Porsche CAYENNE S HYBRID",2017,206,3000,"Todo Terreno 4x4","Híbrido","Automática/Dual","Excelente",42040,"Termina en 5","PLATEADO","NEGRO / CUERO",4,"SI","SI","SI","San José","27 de Enero del 2021",37,"Porsche","CAYENNE S HYBRID"
6220462,"Mitsubishi MIRAGE G4",2017,193,1200,"Sedán","Gasolina","Manual","Excelente",58000,"Termina en 9","PLATEADO","NEGRO",4,"SI","SI","SI","San José","08 de Enero del 2021",10,"Mitsubishi","MIRAGE G4"
8900000,"Hyundai SANTA FE TD",2009,5204,2200,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",61574,"ND","BLANCO","NEGRO",5,"SI","SI","NO","Alajuela","25 de Junio del 2020",36,"Hyundai","SANTA FE TD"
4000000,"Toyota COROLLA",2007,438,1800,"Sedán","Gasolina","Automática/Dual","Bueno",230000,"Termina en 8","CHAMPAGNE","GRIS",5,"SI","SI","NO","Cartago","25 de Enero del 2021",14,"Toyota","COROLLA"
6300000,"Great Wall HOVER",2009,576,2900,"Todo Terreno 4x4","Diesel","Manual","Muy Bueno",93000,"Termina en 1","PLATA","NEGRO",5,"SI","SI","NO","San José","15 de Diciembre del 2020",19,"Great Wall","HOVER"
11000000,"Nissan PATHFINDER",2014,42,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Bueno",93000,"Termina en 8","GRIS","NEGRO",5,"SI","SI","NO","San José","02 de Febrero del 2021",26,"Nissan","PATHFINDER"
1350000,"Geo METRO",1996,1300,1000,"Hatchback","Gasolina","Manual","Muy Bueno",118000,"Termina en 9","NEGRO","GRIS",3,"SI","SI","NO","Alajuela","17 de Noviembre del 2020",2,"Geo","METRO"
19850000,"Mitsubishi L200",2018,845,2500,"Pickup 4x4","Diesel","Manual","Excelente",61000,"Termina en 7","PLATEADO","NEGRO",4,"SI","SI","NO","Heredia","10 de Diciembre del 2020",25,"Mitsubishi","L200"
10200000,"Kia SPORTAGE",2017,1575,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",30010,"Termina en 8","BLANCO","NEGRO",5,"SI","SI","NO","Heredia","24 de Noviembre del 2020",16,"Kia","SPORTAGE"
13700000,"Mini COOPER S",2015,1014,2000,"Hatchback","Gasolina","Automática/Dual","Excelente",41200,"Termina en 6","AZUL","NEGRO",4,"SI","SI","NO","Alajuela","11 de Noviembre del 2020",33,"Mini","COOPER S"
5550000,"Ford FIGO",2017,1397,1600,"Sedán","Gasolina","Automática/Dual","Excelente",34788,"Termina en 7","GRIS","GRIS",5,"SI","NO","SI","Heredia","03 de Enero del 2021",12,"Ford","FIGO"
12300000,"Hyundai CRETA GL",2019,1419,1600,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",55000,"Termina en 7","BLANCO","GRIS",4,"SI","SI","NO","Puntarenas","17 de Noviembre del 2020",31,"Hyundai","CRETA GL"
3100000,"Toyota RAV4",1997,592,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",136000,"Termina en 8","NEGRO","GRIS",4,"SI","SI","NO","San José","08 de Diciembre del 2020",15,"Toyota","RAV4"
8800000,"Isuzu DMAX",2013,356,2500,"Pickup 4x2","Diesel","Manual","Excelente",298000,"Termina en 1","BLANCO","NEGRO",2,"SI","SI","NO","Alajuela","13 de Enero del 2021",8,"Isuzu","DMAX"
4200000,"Great Wall HAVAL M2",2014,1001,1500,"Sedán","Gasolina","Manual","Excelente",96000,"Termina en 4","NARANJA","NEGRO",4,"SI","NO","NO","San José","09 de Noviembre del 2020",0,"Great Wall","HAVAL M2"
20150000,"BMW X1 SPORT ",2017,2095,1800,"Todo Terreno 4x2","Diesel","Automática/Dual","Excelente",47000,"Termina en 8","BLANCO","NEGRO",4,"SI","SI","SI","San José","24 de Noviembre del 2020",35,"BMW","X1 SPORT"
9775000,"Hyundai ELANTRA SE",2017,360,2000,"Sedán","Gasolina","Automática/Dual","Excelente",69532,"ND","GRIS","GRIS",4,"SI","SI","SI","Heredia","16 de Enero del 2021",21,"Hyundai","ELANTRA SE"
8000000,"Ford ECOSPORT",2014,295,1500,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",102000,"Termina en 6","NARANJA","NEGRO",5,"SI","SI","NO","Heredia","24 de Enero del 2021",12,"Ford","ECOSPORT"
3000000,"Toyota ECHO",2002,5,1400,"Sedán","Gasolina","Manual","Muy Bueno",141000,"Termina en 6","GRIS","GRIS",4,"SI","SI","NO","San José","05 de Febrero del 2021",10,"Toyota","ECHO"
250000,"Daihatsu CHARADE",1991,10312,1000,"Hatchback","Gasolina","Manual","Regular",300000,"Termina en 2","BLANCO","NEGRO",3,"SI","SI","NO","Alajuela","18 de Agosto del 2020",2,"Daihatsu","CHARADE"
6050000,"Hyundai GRAND I10",2018,107,1200,"Sedán","Gasolina","Manual","Muy Bueno",30000,"Termina en 8","AZUL","NEGRO",4,"SI","SI","NO","Cartago","27 de Enero del 2021",22,"Hyundai","GRAND I10"
20460000,"Mercedes Benz GLA180",2019,273,1600,"Hatchback","Gasolina","Automática/Dual","Excelente",18000,"Termina en 7","GRIS","NEGRO",5,"SI","SI","NO","Heredia","27 de Enero del 2021",33,"Mercedes Benz","GLA180"
7250000,"Mitsubishi LANCER",2015,823,1600,"Sedán","Gasolina","Automática/Dual","Excelente",69000,"ND","ROJO","NEGRO",4,"SI","SI","NO","Cartago","16 de Noviembre del 2020",18,"Mitsubishi","LANCER"
8500000,"Isuzu NKR",2009,442,2800,"Camión 1.0-3.5 ton.","Diesel","Manual","Excelente",203000,"Termina en 9","BLANCO","GRIS",2,"SI","SI","SI","Alajuela","27 de Enero del 2021",3,"Isuzu","NKR"
1800000,"Toyota COROLLA",1992,697,1600,"Sedán","Gasolina","Manual","Muy Bueno",330000,"Termina en 7","GRIS","GRIS",4,"SI","SI","NO","Heredia","26 de Diciembre del 2020",9,"Toyota","COROLLA"
18318600,"Mini COOPER S COUNTRYMAN",2015,323,1600,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",40317,"Termina en 4","AZUL","GRIS",4,"SI","SI","NO","San José","14 de Enero del 2021",25,"Mini","COOPER S COUNTRYMAN"
7100000,"Honda CITY LX ",2013,465,1500,"Sedán","Gasolina","Manual","Excelente",57388,"Termina en 2","GRIS","NEGRO",4,"SI","SI","NO","San José","18 de Noviembre del 2020",16,"Honda","CITY LX"
6200000,"Nissan VERSA",2015,223,1600,"Sedán","Gasolina","Manual","Excelente",149000,"ND","NEGRO","NEGRO",4,"SI","SI","NO","Cartago","04 de Febrero del 2021",8,"Nissan","VERSA"
6500000,"Hyundai ELANTRA GLS",2014,365,1600,"Sedán","Gasolina","Manual","Excelente",89000,"Termina en 7","CAFE","NEGRO/GRIS",4,"SI","SI","NO","Cartago","11 de Enero del 2021",21,"Hyundai","ELANTRA GLS"
5500000,"Daihatsu TERIOS BEGO",2013,2652,1500,"Todo Terreno 4x4","Gasolina","Manual","Bueno",222137,"Termina en 7","BEIGE","GRIS",4,"SI","SI","NO","Heredia","24 de Noviembre del 2020",2,"Daihatsu","TERIOS BEGO"
7550000,"Toyota RAV4",2010,355,2400,"Todo Terreno 4x4","Gasolina","Manual","Excelente",153000,"Termina en 7","BEIGE","CREMA",5,"SI","SI","SI","San José","27 de Enero del 2021",17,"Toyota","RAV4"
11000000,"Mercedes Benz ML500",2008,294,5000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",110000,"Termina en 7","GRIS","GRIS",5,"SI","SI","NO","San José","18 de Enero del 2021",35,"Mercedes Benz","ML500"
12950000,"Volkswagen JETTA MK7",2018,994,1400,"Sedán","Gasolina","Automática/Dual","Excelente",19000,"Termina en 2","GRIS","NEGRO",4,"SI","SI","NO","Alajuela","17 de Diciembre del 2020",30,"Volkswagen","JETTA MK7"
6000000,"Toyota RAV4",2004,69,2000,"Sedán","Gasolina","Manual","Muy Bueno",190300,"Termina en 8","BLANCO","NEGRO",4,"SI","SI","NO","Limón","22 de Enero del 2021",1,"Toyota","RAV4"
6150000,"BMW 525I",2005,1478,2500,"Sedán","Gasolina","Automática/Dual","Excelente",98500,"Termina en 7","NEGRO","NEGRO",4,"SI","SI","SI","San José","15 de Diciembre del 2020",27,"BMW","525I"
32832000,"Mercedes Benz GLE350",2016,482,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",45000,"Termina en 3","AZUL","NEGRO",4,"SI","NO","SI","San José","30 de Diciembre del 2020",34,"Mercedes Benz","GLE350"
2600000,"Toyota COROLLA",1996,379,1800,"Sedán","Gasolina","Manual","Excelente",161000,"Termina en 1","BEIGE","CAFE",4,"SI","SI","NO","San José","04 de Enero del 2021",17,"Toyota","COROLLA"
1100000,"Hyundai ACCENT",1999,846,1500,"Hatchback","Gasolina","Manual","Muy Bueno",207199,"Termina en 6","NEGRO","GRIS",3,"SI","SI","NO","Cartago","20 de Enero del 2021",13,"Hyundai","ACCENT"
14500000,"Toyota COASTER",2005,47,4200,"Microbús/Minivan","Diesel","Manual","Excelente",360000,"Termina en 2","BLANCO Y VERDE","GRIS",2,"SI","SI","NO","Cartago","28 de Enero del 2021",7,"Toyota","COASTER"
5500000,"BMW 325XI",2006,56,3000,"Sedán","Gasolina","Manual","Muy Bueno",164000,"Termina en 8","NEGRO","GRIS",4,"SI","SI","NO","Cartago","02 de Febrero del 2021",22,"BMW","325XI"
7324092,"Honda ACCORD EXL V6",2012,390,3500,"Sedán","Gasolina","Automática/Dual","Muy Bueno",105000,"Termina en 5","NEGRO","NEGRO",4,"SI","SI","NO","San José","14 de Enero del 2021",24,"Honda","ACCORD EXL V6"
21280000,"BMW X3",2015,160,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",73716,"Termina en 8","BLANCO","CAFE",5,"SI","SI","NO","San José","03 de Febrero del 2021",33,"BMW","X3"
4300000,"Audi A4",2007,2208,2000,"Sedán","Gasolina","Automática/Dual","Excelente",128000,"Termina en 5","NEGRO","NEGRO",4,"SI","NO","NO","Alajuela","16 de Diciembre del 2020",29,"Audi","A4"
2500000,"Jeep GRAND CHEROKEE ",1994,76,4000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",376342,"Termina en 9","CELESTE MARINO","BEIGE",5,"SI","SI","NO","San José","04 de Febrero del 2021",8,"Jeep","GRAND CHEROKEE"
4275000,"Toyota YARIS",2008,234,1500,"Sedán","Gasolina","Automática/Dual","Excelente",135000,"Termina en 8","GRIS","NEGRO",4,"SI","SI","NO","San José","28 de Enero del 2021",16,"Toyota","YARIS"
7500000,"Suzuki GRAND VITARA",2011,6512,1600,"Todo Terreno 4x4","Gasolina","Manual","Excelente",93000,"Termina en 5","GRIS","GRIS OSCURO",3,"SI","SI","NO","San José","16 de Diciembre del 2019",17,"Suzuki","GRAND VITARA"
3800000,"Honda CIVIC EX",2006,262,1800,"Sedán","Gasolina","Automática/Dual","Excelente",137000,"Termina en 0","GRIS","NEGRO",2,"SI","NO","NO","Cartago","22 de Enero del 2021",18,"Honda","CIVIC EX"
5000000,"Fiat GRAND SIENA",2017,3192,1600,"Sedán","Gasolina","Manual","Excelente",32000,"ND","NEGRO","NEGRO",4,"SI","NO","NO","San José","06 de Agosto del 2020",12,"Fiat","GRAND SIENA"
24799872,"BMW X5",2017,973,2000,"Todo Terreno 4x2","Diesel","Automática/Dual","Excelente",69855,"Termina en 1","NEGRO","NEGRO",4,"SI","SI","SI","San José","12 de Enero del 2021",33,"BMW","X5"
2900000,"Suzuki CARRY",2003,2569,1300,"Pánel","Gasolina","Manual","Excelente",375000,"Termina en 7","BLANCO","GRIS",4,"SI","SI","NO","Heredia","17 de Setiembre del 2020",7,"Suzuki","CARRY"
26000000,"Land Rover RANGE ROVER SPORT SE",2013,1422,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",76000,"Termina en 0","AZUL PERLADO","NEGRO",5,"SI","SI","NO","San José","05 de Enero del 2021",31,"Land Rover","RANGE ROVER SPORT SE"
6500000,"BMW 328I ",2007,1027,3000,"Sedán","Gasolina","Automática/Dual","Excelente",257000,"Termina en 7","NEGRO MATE","NEGRO",4,"SI","NO","NO","San José","07 de Diciembre del 2020",26,"BMW","328I"
5700000,"Toyota YARIS",2008,1170,1509,"Hatchback","Gasolina","Automática/Dual","Excelente",120000,"Termina en 0","AZUL","NEGRO",2,"SI","NO","NO","Alajuela","27 de Enero del 2021",8,"Toyota","YARIS"
10750000,"Suzuki BALENO GLX",2020,29,1400,"Hatchback","Gasolina","Automática/Dual","Excelente",10000,"Termina en 1","GRIS","NEGRO",5,"SI","NO","NO","Cartago","04 de Febrero del 2021",23,"Suzuki","BALENO GLX"
3295000,"Chevrolet SPARK LITE LS",2012,89,800,"Hatchback","Gasolina","Manual","Muy Bueno",99000,"Termina en 7","AZUL","NEGRO",5,"SI","SI","SI","Heredia","20 de Enero del 2021",11,"Chevrolet","SPARK LITE LS"
14786078,"Jeep COMPASS",2018,498,2400,"Todo Terreno 4x2","Gasolina","Manual","Excelente",15187,"Termina en 3","VERDE","NEGRO",4,"SI","SI","SI","San José","22 de Enero del 2021",18,"Jeep","COMPASS"
5599990,"Mitsubishi MIRAGE",2018,637,1200,"Sedán","Gasolina","Manual","Excelente",30000,"Termina en","BLANCO","GRIS",4,"SI","NO","SI","Heredia","15 de Enero del 2021",11,"Mitsubishi","MIRAGE"
19000000,"Ford EDGE",2018,297,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",41000,"ND","ROJO","NEGRO",4,"SI","NO","NO","Heredia","18 de Enero del 2021",27,"Ford","EDGE"
2500000,"Mercedes Benz 300D",1985,728,3000,"Sedán","Diesel","Manual","Excelente",101000,"Termina en 8","BLANCO","BEIGE",5,"SI","SI","SI","Cartago","14 de Enero del 2021",10,"Mercedes Benz","300D"
5450000,"Kia CERATO",2014,116,1600,"Sedán","Gasolina","Manual","Excelente",125000,"Termina en 4","PLATEADO","NEGRO",4,"SI","SI","NO","Heredia","28 de Enero del 2021",21,"Kia","CERATO"
9000000,"Volkswagen BEETLE",2013,1498,2500,"Hatchback","Gasolina","Automática/Dual","Excelente",37000,"Termina en 4","BLANCO","BLANCO Y BEIS",5,"SI","SI","SI","Alajuela","12 de Noviembre del 2020",23,"Volkswagen","BEETLE"
7550000,"Isuzu NPR",2002,931,4700,"Camión 1.0-3.5 ton.","Diesel","Automática/Dual","Muy Bueno",,"Termina en 3","BLANCO","GRIS",2,"SI","SI","NO","Alajuela","15 de Diciembre del 2020",5,"Isuzu","NPR"
8000000,"Chevrolet TRAX LTZ",2013,169,1800,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",102851,"Termina en 3","AZUL","NEGRO",5,"SI","SI","NO","San José","19 de Enero del 2021",21,"Chevrolet","TRAX LTZ"
2800000,"Hyundai TUCSON",2006,107,2000,"Todo Terreno 4x4","Diesel","Manual","Bueno",200000,"Termina en 5","NEGRO","BEIGE",5,"SI","SI","NO","San José","03 de Febrero del 2021",11,"Hyundai","TUCSON"
7900000,"Hyundai TUCSON GL",2012,1529,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",94000,"Termina en 5","GRIS","GRIS",4,"SI","NO","SI","Heredia","24 de Enero del 2021",15,"Hyundai","TUCSON GL"
21700000,"Honda CRV EXL",2018,2797,1500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",25000,"Termina en 7","NEGRO","BEIGE",4,"SI","SI","SI","San José","09 de Diciembre del 2020",37,"Honda","CRV EXL"
26487129,"Chevrolet TAHOE Z71",2016,1261,5300,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",61231,"Termina en 9","GRIS","NEGRO",5,"SI","SI","SI","San José","27 de Enero del 2021",37,"Chevrolet","TAHOE Z71"
4500000,"Toyota YARIS ",2009,299,1496,"Sedán","Gasolina","Automática/Dual","Muy Bueno",175000,"Termina en 2","GRIS","NEGRO",5,"SI","SI","NO","Heredia","18 de Enero del 2021",14,"Toyota","YARIS"
9200000,"Chevrolet SPARK",2018,287,1400,"Hatchback","Gasolina","Manual","Excelente",17000,"Termina en 3","GRIS","GRIS",4,"SI","SI","NO","Heredia","14 de Diciembre del 2020",17,"Chevrolet","SPARK"
6900000,"Jeep PATRIOT",2010,907,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",122700,"ND","ROJO","NEGRO",5,"SI","NO","NO","Puntarenas","14 de Diciembre del 2020",16,"Jeep","PATRIOT"
6000000,"Hyundai ACCENT ",2016,1250,1600,"Sedán","Gasolina","Manual","Excelente",62000,"Termina en 7","BLANCO","NEGRO",4,"SI","SI","NO","San José","29 de Setiembre del 2020",21,"Hyundai","ACCENT"
3500000,"Volkswagen JETTA ",2004,81,2000,"Sedán","Gasolina","Automática/Dual","Excelente",100000,"ND","GRIS","NEGRO",4,"SI","NO","NO","Alajuela","06 de Enero del 2021",0,"Volkswagen","JETTA"
5300000,"Hyundai GRAND I10",2015,976,1250,"Hatchback","Gasolina","Automática/Dual","Excelente",141000,"Termina en","BLANCO","NEGRO",5,"SI","NO","NO","Heredia","16 de Noviembre del 2020",11,"Hyundai","GRAND I10"
6750000,"JAC HFC1035",2015,327,2800,"Camión 1.0-3.5 ton.","Diesel","Manual","Excelente",20000,"Termina en 2","BLANCO","NEGRO",2,"SI","SI","NO","San José","03 de Febrero del 2021",11,"JAC","HFC1035"
3600000,"Subaru FORESTER",2003,1346,2000,"Station Wagon","Gasolina","Automática/Dual","Bueno",159670,"Termina en 6","AZUL","GRIS",4,"NO","SI","NO","San José","28 de Octubre del 2020",9,"Subaru","FORESTER"
2500000,"Chevrolet SPARK",2010,1760,1000,"Hatchback","Gasolina","Manual","Muy Bueno",123000,"Termina en 8","CELESTE","GRIS",4,"SI","SI","NO","San José","19 de Octubre del 2020",10,"Chevrolet","SPARK"
10800000,"Land Rover DISCOVERY 3 SE",2007,2204,2700,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",146000,"Termina en 8","BLANCO","NEGRO",5,"SI","SI","NO","Cartago","10 de Noviembre del 2020",27,"Land Rover","DISCOVERY 3 SE"
4850000,"Kia PICANTO",2014,128,1300,"Hatchback","Gasolina","Manual","Excelente",39800,"Termina en 4","PLATA","NEGRO",5,"SI","SI","NO","Heredia","04 de Enero del 2021",12,"Kia","PICANTO"
10000000,"Nissan QASHQAI",2016,54,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",105000,"Termina en 2","NEGRO","NEGRO",5,"SI","NO","SI","Puntarenas","01 de Febrero del 2021",29,"Nissan","QASHQAI"
7500000,"Toyota COROLLA ",2017,516,1600,"Sedán","Gasolina","Manual","Excelente",150000,"ND","ROJO","NEGRO",4,"SI","SI","NO","San José","11 de Enero del 2021",21,"Toyota","COROLLA"
13500000,"Hyundai SANTA FE GLS",2015,2275,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",75000,"Termina en 5","PLATA","CUERO NEGRO",5,"SI","SI","NO","San José","17 de Noviembre del 2020",35,"Hyundai","SANTA FE GLS"
12750000,"Honda CIVIC LX",2017,1041,2000,"Sedán","Gasolina","Automática/Dual","Excelente",30000,"Termina en 4","NEGRO","NEGRO",4,"SI","SI","NO","San José","12 de Noviembre del 2020",23,"Honda","CIVIC LX"
10300000,"Hyundai CRETA",2018,1765,1600,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",62000,"Termina en 0","BLANCO","GRIS",4,"SI","NO","NO","Heredia","19 de Enero del 2021",15,"Hyundai","CRETA"
1950000,"Isuzu TROOPER ",1988,424,2600,"Todo Terreno 4x4","Gasolina","Manual","Excelente",299996,"Termina en 7","BLANCO Y DORADO","BEIGE",5,"SI","SI","SI","San José","17 de Enero del 2021",10,"Isuzu","TROOPER"
3500000,"Hyundai GETZ CRDI",2007,84,1400,"Hatchback","Diesel","Manual","Excelente",160000,"Termina en 1","GRIS PLATA","GRIS OSCURO",4,"SI","SI","NO","Cartago","25 de Enero del 2021",14,"Hyundai","GETZ CRDI"
10500000,"Toyota COROLLA LE",2017,177,1800,"Sedán","Gasolina","Automática/Dual","Excelente",16254,"ND","GRIS","NEGRO",4,"SI","SI","NO","Alajuela","19 de Enero del 2021",26,"Toyota","COROLLA LE"
3800000,"Mazda 3 ",2008,232,1600,"Sedán","Gasolina","Automática/Dual","Excelente",210000,"Termina en 3","PLATEADO","NEGRO",4,"SI","NO","NO","Alajuela","25 de Enero del 2021",19,"Mazda","3"
4600000,"Toyota RAV4",2001,401,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",225000,"Termina en 3","GRIS","NEGRO",5,"SI","SI","NO","Limón","01 de Febrero del 2021",19,"Toyota","RAV4"
3800000,"Ssang Yong REXTON ",2003,818,2900,"Todo Terreno 4x4","Diesel","Manual","Muy Bueno",124213,"Termina en 4","GRIS","BEIGE",5,"SI","SI","NO","Guanacaste","15 de Diciembre del 2020",17,"Ssang Yong","REXTON"
5500000,"Toyota COROLLA LE",2010,659,1800,"Sedán","Gasolina","Automática/Dual","Excelente",120162,"Termina en 3","GRIS","GRIS",4,"SI","SI","SI","Cartago","05 de Enero del 2021",16,"Toyota","COROLLA LE"
8208000,"Volkswagen JETTA MK6",2014,704,2000,"Sedán","Gasolina","Manual","Excelente",88000,"Termina en 8","NEGRO","NEGRO",4,"SI","SI","NO","San José","18 de Noviembre del 2020",20,"Volkswagen","JETTA MK6"
28000000,"JAC HFC1134",2015,99,8300,"Camión 10.0 ton. o más","Diesel","Manual","Excelente",167000,"Termina en 4","BLANCO","NEGRO",2,"SI","SI","NO","Limón","25 de Enero del 2021",15,"JAC","HFC1134"
900000,"Volkswagen VENTO CL",1999,1578,1800,"Sedán","Gasolina","Manual","Bueno",240000,"Termina en 3","NEGRO","NEGRO",4,"SI","SI","NO","Heredia","14 de Diciembre del 2020",3,"Volkswagen","VENTO CL"
1350000,"Mitsubishi ECLIPSE",1995,614,2000,"Sedán","Gasolina","Manual","Bueno",187500,"Termina en 1","VERDE","GRIS",3,"SI","NO","NO","Alajuela","15 de Enero del 2021",16,"Mitsubishi","ECLIPSE"
17300000,"Isuzu DMAX",2017,1626,2500,"Pickup 4x4","Diesel","Manual","Excelente",48700,"Termina en 3","BLANCO","NEGRO",4,"SI","SI","NO","Heredia","15 de Enero del 2021",16,"Isuzu","DMAX"
