"precio","marcaModelo","anio","vistas","Cilindrada","Estilo","Combustible","Transmisión","Estado","Kilometraje","Placa","Color exterior","Color interior","# de puertas","Ya pagó impuestos","Precio negociable","Se recibe vehículo","Provincia","Fecha de ingreso","cantidadExtras","marca","modelo"
6922772,"Suzuki SWIFT DZIRE",2017,734,1200,"Sedán","Gasolina","Manual","Excelente",,"ND","BLANCO","GRIS",4,"SI","NO","NO","Heredia","09 de Noviembre del 2020",9,"Suzuki","SWIFT DZIRE"
20000000,"Mack RD690S",1998,848,1000,"Camión 10.0 ton. o más","Diesel","Manual","Excelente",10000,"Termina en 0","AZUL","GRIS",2,"SI","SI","NO","San José","16 de Noviembre del 2020",5,"Mack","RD690S"
16450000,"Toyota FORTUNER SRV",2013,174,3000,"Todo Terreno 4x4","Diesel","Manual","Excelente",135000,"Termina en 6","CHAMPAGNE","BEIGE",5,"SI","SI","SI","San José","02 de Febrero del 2021",23,"Toyota","FORTUNER SRV"
5500000,"Toyota TACOMA",2008,1040,2700,"Pickup 4x2","Gasolina","Manual","Excelente",107700,"Termina en 0","GRIS","GRIS OSCURO",3,"SI","SI","NO","Alajuela","11 de Enero del 2021",7,"Toyota","TACOMA"
5500000,"Kia BONGO FRONTIER",2001,62,3000,"Pickup 4x4","Diesel","Manual","Muy Bueno",196,"Termina en 6","BLANCO","GRIS",2,"SI","NO","NO","Heredia","01 de Febrero del 2021",6,"Kia","BONGO FRONTIER"
5000000,"Hyundai ELANTRA GLS",2012,342,2000,"Sedán","Gasolina","Automática/Dual","Excelente",260924,"Termina en 3","AZUL","GRIS",5,"SI","SI","NO","San José","04 de Enero del 2021",26,"Hyundai","ELANTRA GLS"
7100000,"Toyota YARIS",2015,281,1500,"Sedán","Gasolina","Manual","Excelente",93000,"Termina en 2","GRIS","NEGRO",4,"SI","NO","NO","Heredia","21 de Diciembre del 2020",0,"Toyota","YARIS"
6000000,"Ssang Yong STAVIC",2013,791,2000,"Sedán","Diesel","Automática/Dual","Muy Bueno",151000,"Termina en 0","NEGRO","GRIS OSCURO",5,"SI","SI","NO","Puntarenas","14 de Enero del 2021",22,"Ssang Yong","STAVIC"
8400000,"Kia RIO",2018,53,1400,"Hatchback","Gasolina","Automática/Dual","Excelente",50000,"Termina en 0","VERDE","NEGRO",5,"SI","SI","NO","Alajuela","15 de Enero del 2021",21,"Kia","RIO"
13680000,"Nissan XTRAIL",2017,47,2500,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",68417,"Termina en 3","GRIS","No indica",4,"SI","NO","SI","San José","02 de Febrero del 2021",1,"Nissan","XTRAIL"
4250000,"Nissan MARCH",2012,436,1600,"Hatchback","Gasolina","Automática/Dual","Excelente",60355,"Termina en 9","GRIS","GRIS",5,"SI","SI","NO","San José","18 de Enero del 2021",8,"Nissan","MARCH"
6320792,"Mitsubishi MIRAGE",2017,141,1200,"Hatchback","Gasolina","Manual","Excelente",48000,"Termina en 0","BLANCO","NEGRO",4,"SI","SI","SI","San José","08 de Enero del 2021",10,"Mitsubishi","MIRAGE"
9500000,"Kia SORENTO EX",2011,172,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",65950,"Termina en 4","AZUL","GRIS",4,"SI","SI","NO","Cartago","12 de Enero del 2021",28,"Kia","SORENTO EX"
7400000,"Toyota COROLLA",2014,149,1800,"Sedán","Gasolina","Automática/Dual","Excelente",105,"Termina en 5","BEIGE PERLADO","BEIGE",4,"SI","SI","NO","Heredia","02 de Febrero del 2021",24,"Toyota","COROLLA"
12950000,"Hummer H3",2007,217,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",84000,"Termina en 4","ROJO METALICA","CUERO NEGRO",5,"SI","SI","SI","Heredia","05 de Febrero del 2021",29,"Hummer","H3"
3800000,"Suzuki CELERIO",2012,98,1000,"Sedán","Gasolina","Manual","Excelente",80000,"Termina en 1","CAFE","GRIS",5,"SI","SI","NO","San José","20 de Enero del 2021",13,"Suzuki","CELERIO"
6732886,"Renault DUSTER",2012,862,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",113708,"Termina en 2","GRIS","NEGRO",5,"SI","SI","SI","San José","07 de Diciembre del 2020",11,"Renault","DUSTER"
10000000,"Ford FIGO",2018,862,1500,"Sedán","Gasolina","Manual","Excelente",65000,"Termina en 8","GRIS","BEIS",5,"SI","NO","NO","Cartago","04 de Setiembre del 2020",18,"Ford","FIGO"
10850000,"Toyota RAV4",2015,111,2500,"Todo Terreno 4x2","Gasolina","Manual","Muy Bueno",117853,"Termina en 5","BLANCO","NEGRO",5,"SI","NO","NO","San José","13 de Enero del 2021",15,"Toyota","RAV4"
5500000,"Kia SOUL",2012,1309,1600,"Sedán","Gasolina","Automática/Dual","Excelente",111000,"Termina en 4","BLANCO","NEGRO",4,"SI","SI","SI","Cartago","29 de Octubre del 2020",20,"Kia","SOUL"
4000000,"Toyota YARIS ",2008,68,1300,"Hatchback","Gasolina","Manual","Excelente",132533,"Termina en 5","GRIS","NEGRO",5,"SI","SI","NO","Heredia","01 de Febrero del 2021",11,"Toyota","YARIS"
15554666,"Land Rover DISCOVERY 4 S",2012,5583,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Muy Bueno",149900,"Termina en 5","CAFÉ CLARO","CUERO BEIGE",4,"SI","SI","SI","San José","22 de Octubre del 2020",29,"Land Rover","DISCOVERY 4 S"
9500000,"Suzuki VITARA",2018,246,1600,"Todo Terreno 4x2","Gasolina","Manual","Excelente",74400,"Termina en 8","TURQUESA","NEGRO y GRIS",5,"SI","SI","NO","Alajuela","01 de Febrero del 2021",19,"Suzuki","VITARA"
6700000,"Mitsubishi MONTERO ",2002,228,3500,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",191000,"Termina en 0","BLANCO","NEGRO",4,"SI","NO","NO","Alajuela","29 de Enero del 2021",17,"Mitsubishi","MONTERO"
6500000,"Mitsubishi OUTLANDER",2007,75,3000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",200000,"ND","NEGRO","NEGRO CN BEIS",4,"SI","NO","NO","Puntarenas","11 de Enero del 2021",26,"Mitsubishi","OUTLANDER"
5400000,"Fiat DOBLO CARGO ",2014,1076,1300,"Pánel","Diesel","Manual","Excelente",140000,"Termina en 7","BLANCO","NEGRO",4,"SI","NO","NO","Cartago","21 de Diciembre del 2020",19,"Fiat","DOBLO CARGO"
3600000,"Honda CRV",1999,185,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",180000,"ND","GRIS","GRIS",4,"SI","SI","SI","Cartago","13 de Enero del 2021",13,"Honda","CRV"
1350000,"Nissan SENTRA",1992,12,1300,"Sedán","Gasolina","Manual","Bueno",232400,"Termina en 2","GRIS OSCURO","BEIGE",4,"SI","SI","NO","Guanacaste","04 de Febrero del 2021",4,"Nissan","SENTRA"
13611940,"Hyundai SANTA FE GL",2016,2284,2400,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",69000,"ND","GRIS","NEGRO",4,"SI","SI","SI","San José","27 de Octubre del 2020",24,"Hyundai","SANTA FE GL"
8500000,"Mitsubishi MONTERO GLX",2008,1472,2835,"Todo Terreno 4x4","Diesel","Automática/Dual","Bueno",289000,"ND","PLATEADO","BEIGE",5,"SI","SI","NO","Heredia","15 de Enero del 2021",15,"Mitsubishi","MONTERO GLX"
9800000,"Kia RIO",2018,146,1400,"Hatchback","Gasolina","Automática/Dual","Excelente",133000,"Termina en 7","PLATEADO","NEGRO",4,"SI","NO","NO","Cartago","02 de Febrero del 2021",11,"Kia","RIO"
7000000,"Honda CITY ",2014,70,1500,"Sedán","Gasolina","Automática/Dual","Excelente",65348,"Termina en 7","BLANCO PERLADO","NEGRO",4,"SI","SI","NO","San José","02 de Febrero del 2021",14,"Honda","CITY"
6000000,"Toyota HIACE",2005,117,3000,"Microbús/Minivan","Diesel","Manual","Muy Bueno",380000,"Termina en 9","AZUL","GRIS",3,"SI","SI","NO","Heredia","25 de Enero del 2021",3,"Toyota","HIACE"
3650000,"Nissan VERSA S",2007,98,1800,"Sedán","Gasolina","Manual","Bueno",115000,"Termina en 8","DORADO","BEIGE",4,"SI","SI","NO","San José","25 de Enero del 2021",10,"Nissan","VERSA S"
18900000,"Jeep COMPASS LONGITUDE",2019,167,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",56000,"Termina en 5","BLANCO","NEGRO",4,"SI","NO","NO","Heredia","02 de Febrero del 2021",32,"Jeep","COMPASS LONGITUDE"
7750000,"Audi A4",2013,380,1800,"Sedán","Gasolina","Manual","Excelente",72000,"Termina en 3","AZUL OSCURO","BEIGE",4,"SI","SI","NO","San José","11 de Enero del 2021",23,"Audi","A4"
7750000,"Nissan XTRAIL",2012,713,2400,"Todo Terreno 4x4","Gasolina","Manual","Excelente",190000,"Termina en 5","GRIS","NEGRO",4,"SI","SI","NO","San José","10 de Diciembre del 2020",17,"Nissan","XTRAIL"
3300000,"Nissan SENTRA",2005,404,1800,"Sedán","Gasolina","Automática/Dual","Excelente",148000,"Termina en 9","PLATA","GRIS",4,"SI","SI","NO","San José","11 de Enero del 2021",14,"Nissan","SENTRA"
8000000,"Land Rover DISCOVERY",2006,131,4000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Muy Bueno",135000,"ND","AZUL","NEGRO",5,"SI","SI","NO","Alajuela","01 de Febrero del 2021",31,"Land Rover","DISCOVERY"
6000000,"Suzuki ERTIGA GLX",2015,901,1400,"Station Wagon","Gasolina","Automática/Dual","Excelente",205000,"Termina en 1","GRIS","BEIGE",5,"SI","SI","NO","Alajuela","10 de Noviembre del 2020",19,"Suzuki","ERTIGA GLX"
3600000,"Citroen C5",2010,519,2000,"Sedán","Diesel","Manual","Excelente",100000,"Termina en 8","GRIS OSCURO","NEGRO",4,"SI","SI","NO","San José","01 de Febrero del 2021",24,"Citroen","C5"
6300000,"Toyota RAV4 L",2006,57,2400,"Todo Terreno 4x2","Gasolina","Automática/Dual","Muy Bueno",120000,"ND","BLANCO","NEGRO",4,"SI","SI","NO","Cartago","25 de Enero del 2021",13,"Toyota","RAV4 L"
2500000,"Honda CIVIC EX",2000,1108,1600,"Sedán","Gasolina","Manual","Excelente",133000,"Termina en 7","NEGRO","NEGRO",2,"SI","SI","NO","San José","17 de Noviembre del 2020",15,"Honda","CIVIC EX"
14500000,"Isuzu DMAX",2016,3914,2500,"Pickup 4x4","Diesel","Manual","Excelente",128000,"ND","GRIS","NEGRO",4,"SI","SI","NO","Limón","17 de Noviembre del 2020",19,"Isuzu","DMAX"
8500000,"Freightliner FL70",2000,308,8300,"Camión 5.0-7.5 ton.","Diesel","Manual","Excelente",372809,"Termina en 5","BLANCO","GRIS",2,"SI","SI","NO","San José","12 de Enero del 2021",7,"Freightliner","FL70"
29792000,"Mercedes Benz GLE350D",2016,4599,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",104000,"Termina en 0","AZUL","CUERO BEIGE",4,"SI","NO","NO","San José","12 de Agosto del 2020",0,"Mercedes Benz","GLE350D"
3000000,"Isuzu KB",1990,77,2300,"Pickup 4x2","Gasolina","Manual","Excelente",,"ND","ROJO","GRIS",2,"SI","NO","NO","Cartago","02 de Febrero del 2021",1,"Isuzu","KB"
2200000,"BMW 318I",1989,3562,1800,"Sedán","Gasolina","Manual","Muy Bueno",170000,"Termina en 9","BRONZE","BEIGE",4,"SI","SI","NO","Heredia","08 de Diciembre del 2020",10,"BMW","318I"
3600000,"Ssang Yong REXTON RX",2006,390,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Muy Bueno",329000,"Termina en 7","NEGRO","NEGRO",4,"SI","SI","NO","Heredia","25 de Enero del 2021",14,"Ssang Yong","REXTON RX"
7000000,"Hyundai TUCSON",2011,3365,2000,"Todo Terreno 4x4","Gasolina","Manual","Excelente",138000,"Termina en 8","CAFE","NEGRO",4,"SI","SI","NO","Guanacaste","14 de Agosto del 2020",19,"Hyundai","TUCSON"
4475000,"Nissan XTRAIL",2007,76,2500,"Todo Terreno 4x4","Gasolina","Manual","Excelente",150000,"ND","CHAMPAGNE","BEIGE",4,"SI","NO","NO","Cartago","25 de Enero del 2021",15,"Nissan","XTRAIL"
5300000,"Hyundai TERRACAN ",2003,593,2500,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",145000,"ND","GRIS","NEGRO",4,"SI","SI","SI","Cartago","04 de Enero del 2021",20,"Hyundai","TERRACAN"
3000000,"Ford ECOSPORT",2004,397,1600,"Todo Terreno 4x2","Gasolina","Manual","Muy Bueno",115000,"Termina en 0","GRIS PLATA","GRIS OSCURO",4,"NO","SI","NO","Heredia","08 de Diciembre del 2020",15,"Ford","ECOSPORT"
3000000,"Suzuki IGNIS",2005,224,1300,"Hatchback","Gasolina","Manual","Excelente",155205,"Termina en 3","PLATEADO","GRIS OSCURO",4,"SI","SI","NO","San José","01 de Febrero del 2021",8,"Suzuki","IGNIS"
13990000,"BMW I3 REX",2015,1379,650,"Hatchback","Eléctrico","Automática/Dual","Excelente",82000,"Termina en 1","NEGRO CON GRIS","CAFE/MADERA",5,"SI","NO","SI","Heredia","13 de Noviembre del 2020",34,"BMW","I3 REX"
15400000,"Mitsubishi L200 SPORTERO",2014,700,2500,"Pickup 4x4","Diesel","Manual","Excelente",67000,"Termina en 7","AZUL MARINO","NEGRO",4,"SI","SI","NO","San José","30 de Enero del 2021",17,"Mitsubishi","L200 SPORTERO"
3600000,"BYD F0",2016,313,1000,"Hatchback","Gasolina","Automática/Dual","Excelente",116000,"Termina en 6","NEGRO","NEGRO",4,"SI","NO","NO","Alajuela","25 de Enero del 2021",15,"BYD","F0"
1500000,"Nissan SENTRA B12",1988,248,1600,"Sedán","Gasolina","Manual","Excelente",180000,"Termina en 2","GRIS","GRIS",3,"SI","SI","NO","Cartago","11 de Enero del 2021",7,"Nissan","SENTRA B12"
5475000,"Hyundai H100",2008,920,2500,"Camión 1.0-3.5 ton.","Diesel","Manual","Muy Bueno",89000,"Termina en 7","BLANCO","GRIS",2,"SI","SI","NO","San José","18 de Enero del 2021",10,"Hyundai","H100"
45600000,"BMW X6",2018,169,3000,"Todo Terreno 4x4","Diesel","Manual","Excelente",40500,"Termina en 9","GRIS","CAFE CLARO",4,"SI","SI","NO","San José","03 de Febrero del 2021",38,"BMW","X6"
3500000,"Nissan VERSA",2007,248,1800,"Hatchback","Gasolina","Automática/Dual","Muy Bueno",161000,"Termina en 3","NEGRO","NEGRO",5,"SI","SI","NO","Guanacaste","28 de Enero del 2021",16,"Nissan","VERSA"
5400000,"Honda CIVIC",2012,1177,1800,"Sedán","Gasolina","Manual","Excelente",101000,"Termina en 7","NEGRO","GRIS",4,"SI","SI","NO","San José","08 de Diciembre del 2020",17,"Honda","CIVIC"
5100000,"Kia RIO",2012,301,1400,"Hatchback","Gasolina","Automática/Dual","Excelente",115000,"Termina en 2","AZUL","NEGRO",4,"SI","SI","NO","San José","08 de Enero del 2021",16,"Kia","RIO"
8800000,"Subaru IMPRESA WRX",2009,1598,2500,"Sedán","Gasolina","Manual","Excelente",113666,"Termina en 7","GRIS","NEGRO",4,"SI","NO","NO","Limón","15 de Diciembre del 2020",18,"Subaru","IMPRESA WRX"
12000000,"Kia RIO",2019,395,1400,"Sedán","Gasolina","Automática/Dual","Excelente",28700,"Termina en 7","BEIGE","NEGRO",4,"SI","NO","NO","Cartago","21 de Diciembre del 2020",19,"Kia","RIO"
8000000,"Audi A3 TDI",2015,784,2000,"Hatchback","Gasolina","Manual","Excelente",65000,"Termina en 3","CAFÉ OSCURO","GRIS OSCURO",2,"SI","SI","NO","San José","16 de Enero del 2021",19,"Audi","A3 TDI"
14500000,"BMW 328I",2013,308,2000,"Sedán","Gasolina","Automática/Dual","Excelente",53000,"Termina en 9","GRIS","NEGRO",4,"SI","SI","NO","San José","11 de Enero del 2021",33,"BMW","328I"
16800000,"Honda CIVIC EXT",2017,1552,1500,"Sedán","Gasolina","Manual","Excelente",55000,"Termina en 2","NEGRO","NEGRO",4,"SI","SI","NO","San José","27 de Octubre del 2020",26,"Honda","CIVIC EXT"
13500000,"Hyundai H1",2017,805,2500,"Microbús/Minivan","Diesel","Manual","Excelente",78000,"Termina en 5","GRIS","BEIGE",5,"SI","SI","SI","Heredia","20 de Diciembre del 2020",14,"Hyundai","H1"
5500000,"Citroen C-ELYSSE EXCLUSIVE",2016,217,1600,"Sedán","Gasolina","Automática/Dual","Excelente",65000,"Termina en 8","PLATA","NEGRO",4,"SI","SI","NO","Cartago","18 de Enero del 2021",9,"Citroen","C-ELYSSE EXCLUSIVE"
17000000,"Toyota HIACE",2016,69,3000,"Microbús/Minivan","Diesel","Manual","Excelente",140500,"Termina en 7","BLANCO","NEGRO",2,"SI","SI","SI","Cartago","01 de Febrero del 2021",10,"Toyota","HIACE"
5000000,"Suzuki CELERIO ",2016,158,1000,"Hatchback","Gasolina","Manual","Excelente",50000,"ND","TURQUESA","NEGRO/GRIS",5,"SI","SI","NO","Cartago","14 de Enero del 2021",25,"Suzuki","CELERIO"
13680000,"Nissan XTRAIL",2017,43,2500,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",62202,"Termina en 5","GRIS","No indica",4,"SI","NO","SI","San José","02 de Febrero del 2021",1,"Nissan","XTRAIL"
4000000,"Toyota YARIS",2006,1523,1500,"Sedán","Gasolina","Manual","Excelente",150000,"Termina en 4","GRIS PLATA","GRIS OSCURO",4,"SI","SI","NO","San José","18 de Setiembre del 2020",12,"Toyota","YARIS"
2750000,"Chevrolet OPTRA",2006,417,1600,"Sedán","Gasolina","Manual","Excelente",128000,"Termina en 5","AZUL","GRIS",4,"SI","SI","NO","Cartago","19 de Noviembre del 2020",11,"Chevrolet","OPTRA"
4000000,"BMW 320I",2001,2115,2000,"Sedán","Gasolina","Manual","Excelente",166000,"ND","ROJO","NEGRO",4,"SI","SI","NO","Heredia","19 de Noviembre del 2020",29,"BMW","320I"
8500000,"Toyota YARIS",2015,103,1500,"Sedán","Gasolina","Automática/Dual","Excelente",87000,"Termina en 8","AZUL","NEGRO",4,"SI","SI","NO","Alajuela","18 de Enero del 2021",25,"Toyota","YARIS"
12495000,"Hyundai TUCSON CRDI LIMITED",2017,1480,1700,"Todo Terreno 4x2","Diesel","Automática/Dual","Excelente",39026,"ND","GRIS PERLADO","CUERO NEGRO",5,"SI","SI","SI","Heredia","05 de Enero del 2021",37,"Hyundai","TUCSON CRDI LIMITED"
3900000,"Chevrolet CRUZE",2011,172,1800,"Sedán","Gasolina","Manual","Bueno",195000,"Termina en 9","GRIS","NEGRO",4,"SI","NO","NO","Heredia","27 de Enero del 2021",15,"Chevrolet","CRUZE"
2650000,"Toyota ECHO",2002,508,1500,"Sedán","Gasolina","Manual","Muy Bueno",,"Termina en 0","BLANCO","GRIS",2,"SI","SI","SI","Alajuela","31 de Diciembre del 2020",9,"Toyota","ECHO"
4000000,"Toyota COROLLA S",2003,269,1800,"Sedán","Gasolina","Automática/Dual","Excelente",217059,"ND","BLANCO","NEGRO Y GRIS",4,"SI","SI","NO","Alajuela","18 de Enero del 2021",15,"Toyota","COROLLA S"
3700000,"Suzuki GRAND VITARA XL7",2002,1034,2700,"Todo Terreno 4x2","Gasolina","Manual","Excelente",100000,"Termina en 0","AZUL","BEIGE",4,"SI","SI","NO","San José","10 de Noviembre del 2020",14,"Suzuki","GRAND VITARA XL7"
8950000,"Audi Q7 ",2007,2147,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",200000,"Termina en 1","GRIS PERLADO","NEGRO",5,"SI","SI","NO","Alajuela","06 de Noviembre del 2020",34,"Audi","Q7"
13800000,"Toyota LAND CRUISER PRADO",2009,2681,3000,"Todo Terreno 4x4","Diesel","Automática/Dual","Excelente",180000,"Termina en 9","CHAMPAGNE","BEIGE",4,"SI","SI","NO","Alajuela","11 de Diciembre del 2020",21,"Toyota","LAND CRUISER PRADO"
10336000,"Toyota TUNDRA SR5",2007,280,5700,"Pickup 4x2","Gasolina","Automática/Dual","Excelente",180000,"Termina en 5","ROJO","GRIS",5,"SI","NO","SI","San José","01 de Febrero del 2021",21,"Toyota","TUNDRA SR5"
2850000,"Toyota ECHO",2003,2273,1500,"Sedán","Gasolina","Automática/Dual","Excelente",169000,"Termina en 8","GRIS","GRIS",2,"NO","SI","NO","Alajuela","17 de Noviembre del 2020",10,"Toyota","ECHO"
19000000,"Mitsubishi MONTERO SPORT",2017,1927,2400,"Todo Terreno 4x4","Diesel","Manual","Excelente",,"Termina en 3","AZUL","NEGRO",4,"SI","SI","NO","Puntarenas","11 de Enero del 2021",25,"Mitsubishi","MONTERO SPORT"
7700000,"Hyundai TUCSON",2012,49,2000,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",83000,"Termina en 0","GRIS","NEGRO",5,"SI","SI","NO","San José","28 de Enero del 2021",14,"Hyundai","TUCSON"
4000000,"Nissan VERSA S",2009,1604,1800,"Sedán","Gasolina","Automática/Dual","Muy Bueno",161759,"Termina en 3","GRIS","NEGRO",4,"SI","NO","NO","San José","10 de Noviembre del 2020",16,"Nissan","VERSA S"
3400000,"Geely GC2",2016,512,1300,"Hatchback","Gasolina","Manual","Excelente",73500,"Termina en 1","CELESTE","NEGRO",4,"SI","SI","NO","Heredia","10 de Diciembre del 2020",15,"Geely","GC2"
2750000,"Chevrolet OPTRA LS ",2008,1011,1720,"Sedán","Gasolina","Manual","Excelente",136000,"Termina en 9","BLANCO","GRIS",4,"SI","SI","NO","Alajuela","17 de Diciembre del 2020",9,"Chevrolet","OPTRA LS"
4500000,"Honda CIVIC EX",2006,609,1800,"Sedán","Gasolina","Manual","Excelente",178501,"ND","CELESTE","BEIGE",2,"SI","SI","SI","Guanacaste","09 de Noviembre del 2020",13,"Honda","CIVIC EX"
5850000,"Changan CS35",2014,142,1500,"Todo Terreno 4x2","Gasolina","Automática/Dual","Excelente",70000,"Termina en 0","GRIS","NEGRO",2,"SI","SI","SI","San José","21 de Enero del 2021",25,"Changan","CS35"
5800000,"Hyundai ACCENT ",2013,567,1600,"Sedán","Gasolina","Automática/Dual","Excelente",97912,"Termina en 9","NEGRO","CUERO",4,"SI","NO","NO","Guanacaste","16 de Noviembre del 2020",12,"Hyundai","ACCENT"
7000000,"Kia RIO",2018,872,1600,"Sedán","Gasolina","Automática/Dual","Excelente",26000,"Termina en 2","GRIS","NEGRO",4,"SI","NO","NO","Alajuela","23 de Diciembre del 2020",18,"Kia","RIO"
1950000,"Nissan SENTRA B15",2001,1524,1800,"Sedán","Gasolina","Manual","Excelente",,"Termina en 9","BEIGE","BEIGE",4,"SI","SI","NO","San José","11 de Noviembre del 2020",11,"Nissan","SENTRA B15"
6950000,"Kia SPORTAGE",2013,362,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",118000,"Termina en 2","GRIS","GRIS",4,"SI","NO","NO","San José","22 de Enero del 2021",15,"Kia","SPORTAGE"
3100000,"Honda CRV",1998,310,2000,"Todo Terreno 4x4","Gasolina","Automática/Dual","Excelente",29800,"Termina en 7","AZUL","GRIS",5,"SI","SI","NO","Puntarenas","08 de Diciembre del 2020",13,"Honda","CRV"
14000000,"International 4400 DT 530",2008,186,8700,"Camión 10.0 ton. o más","Diesel","Manual","Excelente",252000,"Termina en 5","BLANCO","NEGRO",3,"SI","SI","NO","Cartago","12 de Enero del 2021",3,"International","4400 DT 530"
12500000,"Hyundai COUNTY ",2005,290,3907,"Microbús/Minivan","Diesel","Manual","Excelente",461400,"Termina en 0","AZUL","CAFE",3,"SI","SI","NO","San José","11 de Diciembre del 2020",4,"Hyundai","COUNTY"
3995000,"Changan STAR 3 ",2017,255,1200,"Pánel","Gasolina","Manual","Excelente",,"Termina en 4","BLANCO","GRIS",4,"SI","SI","NO","Heredia","26 de Enero del 2021",5,"Changan","STAR 3"
14700000,"Subaru IMPREZA WRX",2013,2696,2500,"Sedán","Gasolina","Manual","Excelente",46440,"ND","BLANCO","NEGRO",4,"SI","NO","NO","San José","15 de Setiembre del 2020",16,"Subaru","IMPREZA WRX"
3200000,"Nissan SENTRA",2006,249,1800,"Sedán","Gasolina","Automática/Dual","Excelente",,"ND","DORADO","BEIGE",4,"SI","SI","SI","San José","14 de Enero del 2021",11,"Nissan","SENTRA"
1900000,"Chevrolet SPARK",2004,551,800,"Hatchback","Gasolina","Manual","Bueno",107000,"Termina en 9","CELESTE","GRIS",5,"SI","SI","NO","San José","05 de Enero del 2021",9,"Chevrolet","SPARK"
11450000,"Nissan QASHQAI",2017,411,2000,"Todo Terreno 4x2","Gasolina","Manual","Excelente",54686,"Termina en 6","GRIS","NEGRO",4,"SI","SI","SI","San José","09 de Diciembre del 2020",20,"Nissan","QASHQAI"
21280000,"Jaguar XF",2015,493,2000,"Sedán","Gasolina","Automática/Dual","Excelente",29719,"Termina en 9","GRIS","CUERO NEGRO",4,"SI","SI","NO","San José","16 de Junio del 2020",21,"Jaguar","XF"
2000000,"Honda CIVIC",1998,371,1600,"Sedán","Gasolina","Manual","Muy Bueno",,"Termina en 8","GRIS","NEGRO",2,"SI","SI","NO","Cartago","19 de Enero del 2021",14,"Honda","CIVIC"
